canary_key	iftype	netbox_description	far_device	far_port	far_role	far_site	far_is_mgmt	link_mbps	class	expected_label	len	headroom	status
CH-STA-L26-L01-ACCE01::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	1	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P1	18	2	ok
CH-STA-L26-L01-ACCE02::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	2	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI02_P2	18	2	ok
CH-STA-L26-L01-ACCE03::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	3	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI02_P3	18	2	ok
CH-STA-L26-L01-ACCE08::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	8	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI02_P8	18	2	ok
CH-STA-L26-L01-ACCE09::48	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	9	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI02_P9	18	2	ok
CH-STA-L26-L01-ACCE10::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	10	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P10	15	5	ok
CH-STA-L26-L01-ACCE11::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	11	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P11	15	5	ok
CH-STA-L26-L01-ACCE12::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	12	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P12	15	5	ok
CH-STA-L26-L01-ACCE14::48	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	4	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P4	18	2	ok
CH-STA-L26-L01-ACCE15::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	5	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P5	18	2	ok
CH-STA-L26-L01-ACCE16::48	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	6	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P6	18	2	ok
CH-STA-L26-L01-ACCE17::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	7	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P7	18	2	ok
CH-STA-L26-L01-ACCE18::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	8	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P8	18	2	ok
CH-STA-L26-L01-ACCE20::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	10	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P10	15	5	ok
CH-STA-L26-L01-ACCE21::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	21	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P21	15	5	ok
CH-STA-L26-L01-ACCE22::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	22	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P22	15	5	ok
CH-STA-L26-L01-ACCE23::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	13	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P13	15	5	ok
CH-STA-L26-L01-ACCE24::48	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	14	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P14	15	5	ok
CH-STA-L26-L01-ACCE25::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	15	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P15	15	5	ok
CH-STA-L26-L01-ACCE26::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	16	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P16	15	5	ok
CH-STA-L26-L01-ACCE27::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	17	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P17	15	5	ok
CH-STA-L26-L01-ACCE28::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	18	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P18	15	5	ok
CH-STA-L26-L01-ACCE29::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	19	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P19	15	5	ok
CH-STA-L26-L01-ACCE30::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	20	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P20	15	5	ok
CH-STA-L26-L01-ACCE31::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	21	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P21	15	5	ok
CH-STA-L26-L01-ACCE32::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	22	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P22	15	5	ok
CH-STA-L26-L01-ACCE33::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	23	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P23	15	5	ok
CH-STA-L26-L01-ACCE34::24	1000base-t		CH-STA-L26-L01-DIST02	13	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P13	15	5	ok
CH-STA-L26-L01-ACCE35::24	1000base-t		CH-STA-L26-L01-DIST02	17	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P17	15	5	ok
CH-STA-L26-L01-ACCE36::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST02	24	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P24	15	5	ok
CH-STA-L26-L01-ACCE37::24	1000base-t		CH-STA-L26-L01-DIST02	23	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI02_P23	15	5	ok
CH-STA-L26-L01-ACCE38::24	1000base-t	UPLINK	CH-STA-L26-L01-DIST01	9	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L01-DI01_P9	18	2	ok
CH-STA-L26-L01-DIST01::1	1000base-t	L01-ACCE01	CH-STA-L26-L01-ACCE01	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC01_P24	15	5	ok
CH-STA-L26-L01-DIST01::10	1000base-t	L01-ACCE20	CH-STA-L26-L01-ACCE20	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC20_P24	15	5	ok
CH-STA-L26-L01-DIST01::13	1000base-t	L01-ACCE23	CH-STA-L26-L01-ACCE23	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC23_P24	15	5	ok
CH-STA-L26-L01-DIST01::14	1000base-t	L01-ACCE24	CH-STA-L26-L01-ACCE24	48	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC24_P48	15	5	ok
CH-STA-L26-L01-DIST01::17	1000base-t	L01-ACCE27	CH-STA-L26-L01-ACCE27	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC27_P24	15	5	ok
CH-STA-L26-L01-DIST01::18	1000base-t	L01-ACCE28	CH-STA-L26-L01-ACCE28	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC28_P24	15	5	ok
CH-STA-L26-L01-DIST01::19	1000base-t	L01-ACCE29	CH-STA-L26-L01-ACCE29	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC29_P24	15	5	ok
CH-STA-L26-L01-DIST01::20	1000base-t	L01-ACCE30	CH-STA-L26-L01-ACCE30	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC30_P24	15	5	ok
CH-STA-L26-L01-DIST01::21	1000base-t	L01-ACCE31	CH-STA-L26-L01-ACCE31	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC31_P24	15	5	ok
CH-STA-L26-L01-DIST01::22	1000base-t	L01-ACCE32	CH-STA-L26-L01-ACCE32	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC32_P24	15	5	ok
CH-STA-L26-L01-DIST01::23	1000base-t	L01-ACCE33	CH-STA-L26-L01-ACCE33	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC33_P24	15	5	ok
CH-STA-L26-L01-DIST01::29	10gbase-x-sfpp	L02-CORE_tg.3.6	CH-STA-L26-L02-CORE01	Jan 21	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO01_P1.21	14	6	ok
CH-STA-L26-L01-DIST01::30	10gbase-x-sfpp	L02-CORE_tg.7.6	CH-STA-L26-L02-CORE02	Jan 21	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO02_P1.21	14	6	ok
CH-STA-L26-L01-DIST01::4	1000base-t	L01-ACCE14	CH-STA-L26-L01-ACCE14	48	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC14_P48	15	5	ok
CH-STA-L26-L01-DIST01::5	1000base-t	L01-ACCE15	CH-STA-L26-L01-ACCE15	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC15_P24	15	5	ok
CH-STA-L26-L01-DIST01::6	1000base-t	L01-ACCE16	CH-STA-L26-L01-ACCE16	48	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC16_P48	15	5	ok
CH-STA-L26-L01-DIST01::7	1000base-t	L01-ACCE17	CH-STA-L26-L01-ACCE17	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC17_P24	15	5	ok
CH-STA-L26-L01-DIST01::8	1000base-t	L01-ACCE18	CH-STA-L26-L01-ACCE18	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC18_P24	15	5	ok
CH-STA-L26-L01-DIST01::9	1000base-t	L01-ACCE38	CH-STA-L26-L01-ACCE38	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC38_P24	15	5	ok
CH-STA-L26-L01-DIST02::10	1000base-t	L01-ACCE10	CH-STA-L26-L01-ACCE10	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC10_P24	15	5	ok
CH-STA-L26-L01-DIST02::11	1000base-t	L01-ACCE11	CH-STA-L26-L01-ACCE11	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC11_P24	15	5	ok
CH-STA-L26-L01-DIST02::12	1000base-t	L01-ACCE12	CH-STA-L26-L01-ACCE12	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC12_P24	15	5	ok
CH-STA-L26-L01-DIST02::13	1000base-t	L01-ACCE34	CH-STA-L26-L01-ACCE34	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC34_P24	15	5	ok
CH-STA-L26-L01-DIST02::15	1000base-t	L01-ACCE25	CH-STA-L26-L01-ACCE25	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC25_P24	15	5	ok
CH-STA-L26-L01-DIST02::16	1000base-t	L01-ACCE26	CH-STA-L26-L01-ACCE26	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC26_P24	15	5	ok
CH-STA-L26-L01-DIST02::17	1000base-t	L01-ACCE35	CH-STA-L26-L01-ACCE35	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC35_P24	15	5	ok
CH-STA-L26-L01-DIST02::2	1000base-t	L01-ACCE02	CH-STA-L26-L01-ACCE02	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC02_P24	15	5	ok
CH-STA-L26-L01-DIST02::21	1000base-t	L01-ACCE21	CH-STA-L26-L01-ACCE21	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC21_P24	15	5	ok
CH-STA-L26-L01-DIST02::22	1000base-t	L01-ACCE22	CH-STA-L26-L01-ACCE22	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC22_P24	15	5	ok
CH-STA-L26-L01-DIST02::23	1000base-t	L01-ACCE37	CH-STA-L26-L01-ACCE37	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC37_P24	15	5	ok
CH-STA-L26-L01-DIST02::24	1000base-t	L01-ACCE36	CH-STA-L26-L01-ACCE36	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC36_P24	15	5	ok
CH-STA-L26-L01-DIST02::29	10gbase-x-sfpp	L02-CORE_tg.3.7	CH-STA-L26-L02-CORE01	Jan 22	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO01_P1.22	14	6	ok
CH-STA-L26-L01-DIST02::3	1000base-t	L01-ACCE03	CH-STA-L26-L01-ACCE03	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC03_P24	15	5	ok
CH-STA-L26-L01-DIST02::30	10gbase-x-sfpp	L02-CORE_tg.7.7	CH-STA-L26-L02-CORE02	Jan 22	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO02_P1.22	14	6	ok
CH-STA-L26-L01-DIST02::8	1000base-t	L01-ACCE08	CH-STA-L26-L01-ACCE08	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC08_P24	15	5	ok
CH-STA-L26-L01-DIST02::9	1000base-t	L01-ACCE09	CH-STA-L26-L01-ACCE09	48	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC09_P48	15	5	ok
CH-STA-L26-L02-ACCE01::1	1000base-t		CH-STA-L26-L02-ACPO01	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP01	11	9	ok
CH-STA-L26-L02-ACCE01::2	1000base-t		CH-STA-L26-L02-ACPO02	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP02	11	9	ok
CH-STA-L26-L02-ACCE01::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	1	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P1	18	2	ok
CH-STA-L26-L02-ACCE01::3	1000base-t		CH-STA-L26-L02-ACPO03	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP03	11	9	ok
CH-STA-L26-L02-ACCE01::4	1000base-t		CH-STA-L26-L02-ACPO04	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP04	11	9	ok
CH-STA-L26-L02-ACCE01::5	1000base-t		CH-STA-L26-L02-ACPO05	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP05	11	9	ok
CH-STA-L26-L02-ACCE01::6	1000base-t		CH-STA-L26-L02-ACPO06	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP06	11	9	ok
CH-STA-L26-L02-ACCE01::7	1000base-t		CH-STA-L26-L02-ACPO07	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP07	11	9	ok
CH-STA-L26-L02-ACCE01::8	1000base-t		CH-STA-L26-L02-ACPO08	mgmt0	Access Point	ch-sta-l26	TRUE	1000	UP	UP-L02-AP08	11	9	ok
CH-STA-L26-L02-ACCE02::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	2	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P2	18	2	ok
CH-STA-L26-L02-ACCE03::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	3	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P3	18	2	ok
CH-STA-L26-L02-ACCE04::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	4	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P4	18	2	ok
CH-STA-L26-L02-ACCE05::48	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	5	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P5	18	2	ok
CH-STA-L26-L02-ACCE06::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	6	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P6	18	2	ok
CH-STA-L26-L02-ACCE07::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	7	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P7	18	2	ok
CH-STA-L26-L02-ACCE08::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	8	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P8	18	2	ok
CH-STA-L26-L02-ACCE09::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	9	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-L02-DI01_P9	18	2	ok
CH-STA-L26-L02-ACCE10::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	10	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P10	15	5	ok
CH-STA-L26-L02-ACCE11::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	11	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P11	15	5	ok
CH-STA-L26-L02-ACCE12::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	12	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P12	15	5	ok
CH-STA-L26-L02-ACCE13::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	13	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P13	15	5	ok
CH-STA-L26-L02-ACCE14::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	14	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P14	15	5	ok
CH-STA-L26-L02-ACCE15::48	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	15	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P15	15	5	ok
CH-STA-L26-L02-ACCE16::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	20	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P20	15	5	ok
CH-STA-L26-L02-ACCE17::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	17	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P17	15	5	ok
CH-STA-L26-L02-ACCE18::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	18	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P18	15	5	ok
CH-STA-L26-L02-ACCE19::24	1000base-t		CH-STA-L26-L02-DIST01	19	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P19	15	5	ok
CH-STA-L26-L02-ACCE20::24	1000base-t	UPLINK	CH-STA-L26-L02-DIST01	16	Switch Dist	ch-sta-l26	FALSE	1000	USW	USW-1G-DI01_P16	15	5	ok
CH-STA-L26-L02-DIST01::1	1000base-t	ACCE01_p24	CH-STA-L26-L02-ACCE01	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC01_P24	15	5	ok
CH-STA-L26-L02-DIST01::10	1000base-t	ACCE10_p24	CH-STA-L26-L02-ACCE10	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC10_P24	15	5	ok
CH-STA-L26-L02-DIST01::11	1000base-t	ACCE11_p24	CH-STA-L26-L02-ACCE11	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC11_P24	15	5	ok
CH-STA-L26-L02-DIST01::12	1000base-t	ACCE12_p24	CH-STA-L26-L02-ACCE12	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC12_P24	15	5	ok
CH-STA-L26-L02-DIST01::13	1000base-t	ACCE13_p24	CH-STA-L26-L02-ACCE13	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC13_P24	15	5	ok
CH-STA-L26-L02-DIST01::14	1000base-t	ACCE14_p24	CH-STA-L26-L02-ACCE14	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC14_P24	15	5	ok
CH-STA-L26-L02-DIST01::15	1000base-t	ACCE15_p48	CH-STA-L26-L02-ACCE15	48	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC15_P48	15	5	ok
CH-STA-L26-L02-DIST01::16	1000base-t	ACCE20_p24	CH-STA-L26-L02-ACCE20	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC20_P24	15	5	ok
CH-STA-L26-L02-DIST01::17	1000base-t	ACCE17_p24	CH-STA-L26-L02-ACCE17	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC17_P24	15	5	ok
CH-STA-L26-L02-DIST01::18	1000base-t	ACCE18_p24	CH-STA-L26-L02-ACCE18	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC18_P24	15	5	ok
CH-STA-L26-L02-DIST01::19	1000base-t	ACCE19_p24	CH-STA-L26-L02-ACCE19	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC19_P24	15	5	ok
CH-STA-L26-L02-DIST01::2	1000base-t	ACCE02_p24	CH-STA-L26-L02-ACCE02	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC02_P24	15	5	ok
CH-STA-L26-L02-DIST01::20	1000base-t	ACCE16_p24	CH-STA-L26-L02-ACCE16	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC16_P24	15	5	ok
CH-STA-L26-L02-DIST01::29	10gbase-x-sfpp	L02-CORE_tg.7.8	CH-STA-L26-L02-CORE01	Jan 23	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO01_P1.23	14	6	ok
CH-STA-L26-L02-DIST01::3	1000base-t	ACCE03_p24	CH-STA-L26-L02-ACCE03	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC03_P24	15	5	ok
CH-STA-L26-L02-DIST01::30	10gbase-x-sfpp	L02-CORE_tg.3.8	CH-STA-L26-L02-CORE02	Jan 23	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO02_P1.23	14	6	ok
CH-STA-L26-L02-DIST01::4	1000base-t	ACCE04_p24	CH-STA-L26-L02-ACCE04	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC04_P24	15	5	ok
CH-STA-L26-L02-DIST01::5	1000base-t	ACCE05_p28	CH-STA-L26-L02-ACCE05	48	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC05_P48	15	5	ok
CH-STA-L26-L02-DIST01::6	1000base-t	ACCE06_p24	CH-STA-L26-L02-ACCE06	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC06_P24	15	5	ok
CH-STA-L26-L02-DIST01::7	1000base-t	ACCE07_p24	CH-STA-L26-L02-ACCE07	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC07_P24	15	5	ok
CH-STA-L26-L02-DIST01::8	1000base-t	ACCE08_p24	CH-STA-L26-L02-ACCE08	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC08_P24	15	5	ok
CH-STA-L26-L02-DIST01::9	1000base-t	ACCE09_p24	CH-STA-L26-L02-ACCE09	24	Switch Access	ch-sta-l26	FALSE	1000	USW	USW-1G-AC09_P24	15	5	ok
CH-STA-L26-L02-CORE01::1/19	10gbase-x-sfpp	L26-GFL-Di02:29	CH-STA-L26-GFL-DIST01	29	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L26-L02-CORE01::1/2	10gbase-x-sfpp	S-FWZONE:X1	CH-STA-L26-FWZone01	x1	Firewall	ch-sta-l26	FALSE	10000	USW	USW-FW01_X1	11	9	ok
CH-STA-L26-L02-CORE01::1/20	10gbase-x-sfpp	L26-GFL-Di01:29	CH-STA-L26-GFL-DIST02	29	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI02_P29	12	8	ok
CH-STA-L26-L02-CORE01::1/21	10gbase-x-sfpp	L26-L01-Di01:29	CH-STA-L26-L01-DIST01	29	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L26-L02-CORE01::1/22	10gbase-x-sfpp	L26-L01-Di02:29	CH-STA-L26-L01-DIST02	29	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI02_P29	12	8	ok
CH-STA-L26-L02-CORE01::1/23	10gbase-x-sfpp	L26-L02-Di01:30	CH-STA-L26-L02-DIST01	29	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L26-L02-CORE01::1/24	10gbase-x-sfpp	NNI:L26-Co02:1/24	CH-STA-L26-L02-CORE02	Jan 24	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO02_P1.24	14	6	ok
CH-STA-L26-L02-CORE01::1/3	10gbase-x-sfpp	S-FWZONE:X3	CH-STA-L26-FWZone01	x3	Firewall	ch-sta-l26	FALSE	10000	USW	USW-FW01_X3	11	9	ok
CH-STA-L26-L02-CORE01::1/4	1000base-t	FWZONE-HA1	CH-STA-L26-FWZone01	ha	Firewall	ch-sta-l26	FALSE	1000	USW	USW-1G-FW01_HA	14	6	ok
CH-STA-L26-L02-CORE01::1/7	10gbase-x-sfpp	NNI:L26-L02-MGMT01_1/29	CH-STA-L26-L02-MGMT03	Jan 29	Switch Mgmt	ch-sta-l26	FALSE	10000	USW	USW-MG03_P1.29	14	6	ok
CH-STA-L26-L02-CORE01::2/1	10gbase-x-sfpp	NNI:L26-Co02:2/1	CH-STA-L26-L02-CORE02	02. Jan	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO02_P2.1	13	7	ok
CH-STA-L26-L02-CORE01::2/2	10gbase-x-sfpp	NNI:L50-Co01:2/2	CH-STA-L50-L01-CORE01	02. Feb	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO01_P2.2	13	7	ok
CH-STA-L26-L02-CORE01::2/3	10gbase-x-sfpp	NNI:L50-Co01:2/3	CH-STA-L50-L01-CORE01	02. Mär	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO01_P2.3	13	7	ok
CH-STA-L26-L02-CORE01::2/4	10gbase-x-sfpp	NNI:L26-Co03:2/4	CH-STA-L26-L02-MGMT01	Jan 22	Switch Mgmt	ch-sta-l26	FALSE	10000	USW	USW-MG01_P1.22	14	6	ok
CH-STA-L26-L02-CORE02::1/19	10gbase-x-sfpp	L26-GFL-Di02:30	CH-STA-L26-GFL-DIST01	30	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L26-L02-CORE02::1/2	10gbase-x-sfpp	S-FWZONE:X2	CH-STA-L26-FWZone01	x2	Firewall	ch-sta-l26	FALSE	10000	USW	USW-FW01_X2	11	9	ok
CH-STA-L26-L02-CORE02::1/20	10gbase-x-sfpp	L26-GFL-Di01:30	CH-STA-L26-GFL-DIST02	30	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI02_P30	12	8	ok
CH-STA-L26-L02-CORE02::1/21	10gbase-x-sfpp	L26-L01-Di01:30	CH-STA-L26-L01-DIST01	30	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L26-L02-CORE02::1/22	10gbase-x-sfpp	L26-L01-Di02:30	CH-STA-L26-L01-DIST02	30	Switch Dist	ch-sta-l26	FALSE	10000	USW	USW-DI02_P30	12	8	ok
